c2,s,BandGap1
13.2,0.11,5.148
13.35,0.11,5.2017
13.5,0.11,5.2552
13.65,0.11,5.3085
13.8,0.11,5.3615
13.95,0.11,5.4143
14.1,0.11,5.4669
14.25,0.11,5.5192
14.4,0.11,5.5714
14.55,0.11,5.6233
14.7,0.11,5.675
14.85,0.11,5.7266
15,0.11,5.7779
0.15,0.12,0.15843
0.3,0.12,0.17257
0.45,0.12,0.15746
0.6,0.12,0.12629
0.75,0.12,0.084691
0.9,0.12,0.035747
1.05,0.12,0.01865
1.2,0.12,0.077229
1.35,0.12,0.13908
1.5,0.12,0.20355
1.65,0.12,0.27011
1.8,0.12,0.33836
1.95,0.12,0.40797
2.1,0.12,0.47869
2.25,0.12,0.5503
2.4,0.12,0.6226
2.55,0.12,0.69546
2.7,0.12,0.76874
2.85,0.12,0.84233
3,0.12,0.91614
3.15,0.12,0.99009
3.3,0.12,1.0641
3.45,0.12,1.1381
3.6,0.12,1.2121
3.75,0.12,1.286
3.9,0.12,1.3598
4.05,0.12,1.4334
4.2,0.12,1.5068
4.35,0.12,1.58
4.5,0.12,1.6529
4.65,0.12,1.7256
4.8,0.12,1.7981
4.95,0.12,1.8702
5.1,0.12,1.9421
5.25,0.12,2.0136
5.4,0.12,2.0848
5.55,0.12,2.1557
5.7,0.12,2.2263
5.85,0.12,2.2965
6,0.12,2.3664
6.15,0.12,2.436
6.3,0.12,2.5052
6.45,0.12,2.5741
6.6,0.12,2.6426
6.75,0.12,2.7108
6.9,0.12,2.7786
7.05,0.12,2.8461
7.2,0.12,2.9133
7.35,0.12,2.98
7.5,0.12,3.0465
7.65,0.12,3.1126
7.8,0.12,3.1784
7.95,0.12,3.2438
8.1,0.12,3.3089
8.25,0.12,3.3737
8.4,0.12,3.4381
8.55,0.12,3.5022
8.7,0.12,3.566
8.85,0.12,3.6295
9,0.12,3.6926
9.15,0.12,3.7555
9.3,0.12,3.818
9.45,0.12,3.8802
9.6,0.12,3.9421
9.75,0.12,4.0037
9.9,0.12,4.065
10.05,0.12,4.1259
10.2,0.12,4.1866
10.35,0.12,4.247
10.5,0.12,4.3072
10.65,0.12,4.367
10.8,0.12,4.4265
10.95,0.12,4.4858
11.1,0.12,4.5448
11.25,0.12,4.6035
11.4,0.12,4.6619
11.55,0.12,4.7201
11.7,0.12,4.778
11.85,0.12,4.8356
12,0.12,4.893
12.15,0.12,4.9501
12.3,0.12,5.0069
12.45,0.12,5.0636
12.6,0.12,5.1199
12.75,0.12,5.176
12.9,0.12,5.2319
13.05,0.12,5.2875
13.2,0.12,5.3429
13.35,0.12,5.3981
13.5,0.12,5.453
13.65,0.12,5.5077
13.8,0.12,5.5621
13.95,0.12,5.6163
14.1,0.12,5.6703
14.25,0.12,5.7241
14.4,0.12,5.7777
14.55,0.12,5.831
14.7,0.12,5.8842
14.85,0.12,5.9371
15,0.12,5.9898
0.15,0.13,0.17012
0.3,0.13,0.18553
0.45,0.13,0.16966
0.6,0.13,0.13625
0.75,0.13,0.091419
0.9,0.13,0.03858
1.05,0.13,0.020116
1.2,0.13,0.083215
1.35,0.13,0.14969
1.5,0.13,0.21877
1.65,0.13,0.2899
1.8,0.13,0.36262
1.95,0.13,0.43659
2.1,0.13,0.51151
2.25,0.13,0.58717
2.4,0.13,0.66338
2.55,0.13,0.73999
2.7,0.13,0.81686
2.85,0.13,0.89389
3,0.13,0.97099
3.15,0.13,1.0481
3.3,0.13,1.1251
3.45,0.13,1.202
3.6,0.13,1.2788
3.75,0.13,1.3553
3.9,0.13,1.4316
4.05,0.13,1.5076
4.2,0.13,1.5834
4.35,0.13,1.6588
4.5,0.13,1.7339
4.65,0.13,1.8086
4.8,0.13,1.883
4.95,0.13,1.9571
5.1,0.13,2.0307
5.25,0.13,2.104
5.4,0.13,2.1769
5.55,0.13,2.2494
5.7,0.13,2.3216
5.85,0.13,2.3933
6,0.13,2.4647
6.15,0.13,2.5356
6.3,0.13,2.6062
6.45,0.13,2.6763
6.6,0.13,2.7461
6.75,0.13,2.8155
6.9,0.13,2.8845
7.05,0.13,2.9532
7.2,0.13,3.0214
7.35,0.13,3.0893
7.5,0.13,3.1567
7.65,0.13,3.2239
7.8,0.13,3.2906
7.95,0.13,3.357
8.1,0.13,3.423
8.25,0.13,3.4886
8.4,0.13,3.5539
8.55,0.13,3.6189
8.7,0.13,3.6835
8.85,0.13,3.7477
9,0.13,3.8117
9.15,0.13,3.8752
9.3,0.13,3.9385
9.45,0.13,4.0014
9.6,0.13,4.064
9.75,0.13,4.1262
9.9,0.13,4.1882
10.05,0.13,4.2498
10.2,0.13,4.3111
10.35,0.13,4.3721
10.5,0.13,4.4329
10.65,0.13,4.4933
10.8,0.13,4.5534
10.95,0.13,4.6132
11.1,0.13,4.6727
11.25,0.13,4.732
11.4,0.13,4.7909
11.55,0.13,4.8496
11.7,0.13,4.908
11.85,0.13,4.9661
12,0.13,5.024
12.15,0.13,5.0815
12.3,0.13,5.1389
12.45,0.13,5.1959
12.6,0.13,5.2527
12.75,0.13,5.3093
12.9,0.13,5.3656
13.05,0.13,5.4216
13.2,0.13,5.4774
13.35,0.13,5.533
13.5,0.13,5.5883
13.65,0.13,5.6433
13.8,0.13,5.6982
13.95,0.13,5.7528
14.1,0.13,5.8072
14.25,0.13,5.8613
14.4,0.13,5.9152
14.55,0.13,5.9689
14.7,0.13,6.0224
14.85,0.13,6.0757
15,0.13,6.1287
0.15,0.14,0.18295
0.3,0.14,0.1989
0.45,0.14,0.1819
0.6,0.14,0.14614
0.75,0.14,0.098061
0.9,0.14,0.041374
1.05,0.14,0.021561
1.2,0.14,0.08913
1.35,0.14,0.16018
1.5,0.14,0.23386
1.65,0.14,0.30954
1.8,0.14,0.38672
1.95,0.14,0.46501
2.1,0.14,0.54412
2.25,0.14,0.6238
2.4,0.14,0.70387
2.55,0.14,0.78415
2.7,0.14,0.86454
2.85,0.14,0.94491
3,0.14,1.0252
3.15,0.14,1.1053
3.3,0.14,1.1852
3.45,0.14,1.2648
3.6,0.14,1.3441
3.75,0.14,1.4231
3.9,0.14,1.5016
4.05,0.14,1.5798
4.2,0.14,1.6576
4.35,0.14,1.735
4.5,0.14,1.8119
4.65,0.14,1.8884
4.8,0.14,1.9644
4.95,0.14,2.04
5.1,0.14,2.1151
5.25,0.14,2.1897
5.4,0.14,2.2639
5.55,0.14,2.3376
5.7,0.14,2.4109
5.85,0.14,2.4837
6,0.14,2.556
6.15,0.14,2.6279
6.3,0.14,2.6994
6.45,0.14,2.7703
6.6,0.14,2.8409
6.75,0.14,2.911
6.9,0.14,2.9806
7.05,0.14,3.0499
7.2,0.14,3.1187
7.35,0.14,3.1871
7.5,0.14,3.255
7.65,0.14,3.3226
7.8,0.14,3.3897
7.95,0.14,3.4565
8.1,0.14,3.5228
8.25,0.14,3.5887
8.4,0.14,3.6543
8.55,0.14,3.7195
8.7,0.14,3.7843
8.85,0.14,3.8487
9,0.14,3.9127
9.15,0.14,3.9764
9.3,0.14,4.0397
9.45,0.14,4.1027
9.6,0.14,4.1653
9.75,0.14,4.2276
9.9,0.14,4.2895
10.05,0.14,4.3511
10.2,0.14,4.4124
10.35,0.14,4.4733
10.5,0.14,4.5339
10.65,0.14,4.5942
10.8,0.14,4.6542
10.95,0.14,4.7139
11.1,0.14,4.7732
11.25,0.14,4.8323
11.4,0.14,4.891
11.55,0.14,4.9495
11.7,0.14,5.0076
11.85,0.14,5.0655
12,0.14,5.1231
12.15,0.14,5.1804
12.3,0.14,5.2374
12.45,0.14,5.2942
12.6,0.14,5.3506
12.75,0.14,5.4068
12.9,0.14,5.4628
13.05,0.14,5.5185
13.2,0.14,5.5739
13.35,0.14,5.6291
13.5,0.14,5.684
13.65,0.14,5.7387
13.8,0.14,5.7931
13.95,0.14,5.8472
14.1,0.14,5.9012
14.25,0.14,5.9549
14.4,0.14,6.0083
14.55,0.14,6.0616
14.7,0.14,6.1146
14.85,0.14,6.1674
15,0.14,6.2199
0.15,0.15,0.19701
0.3,0.15,0.21304
0.45,0.15,0.19446
0.6,0.15,0.15608
0.75,0.15,0.10467
0.9,0.15,0.044134
1.05,0.15,0.022985
1.2,0.15,0.094942
1.35,0.15,0.17048
1.5,0.15,0.24867
1.65,0.15,0.32882
1.8,0.15,0.41039
1.95,0.15,0.49296
2.1,0.15,0.57621
2.25,0.15,0.65988
2.4,0.15,0.74377
2.55,0.15,0.82771
2.7,0.15,0.91158
2.85,0.15,0.99527
3,0.15,1.0787
3.15,0.15,1.1618
3.3,0.15,1.2445
3.45,0.15,1.3268
3.6,0.15,1.4086
3.75,0.15,1.49
3.9,0.15,1.5708
4.05,0.15,1.6511
4.2,0.15,1.7308
4.35,0.15,1.81
4.5,0.15,1.8887
4.65,0.15,1.9668
4.8,0.15,2.0443
4.95,0.15,2.1213
5.1,0.15,2.1977
5.25,0.15,2.2736
5.4,0.15,2.3489
5.55,0.15,2.4237
5.7,0.15,2.4979
5.85,0.15,2.5716
6,0.15,2.6447
6.15,0.15,2.7174
6.3,0.15,2.7895
6.45,0.15,2.8611
6.6,0.15,2.9321
6.75,0.15,3.0027
6.9,0.15,3.0728
7.05,0.15,3.1424
7.2,0.15,3.2115
7.35,0.15,3.2801
7.5,0.15,3.3483
7.65,0.15,3.416
7.8,0.15,3.4833
7.95,0.15,3.5501
8.1,0.15,3.6164
8.25,0.15,3.6823
8.4,0.15,3.7478
8.55,0.15,3.8129
8.7,0.15,3.8776
8.85,0.15,3.9418
9,0.15,4.0056
9.15,0.15,4.0691
9.3,0.15,4.1321
9.45,0.15,4.1948
9.6,0.15,4.2571
9.75,0.15,4.319
9.9,0.15,4.3805
10.05,0.15,4.4416
10.2,0.15,4.5024
10.35,0.15,4.5629
10.5,0.15,4.623
10.65,0.15,4.6827
10.8,0.15,4.7421
10.95,0.15,4.8012
11.1,0.15,4.8599
11.25,0.15,4.9183
11.4,0.15,4.9764
11.55,0.15,5.0342
11.7,0.15,5.0916
11.85,0.15,5.1488
12,0.15,5.2056
12.15,0.15,5.2621
12.3,0.15,5.3183
12.45,0.15,5.3743
12.6,0.15,5.4299
12.75,0.15,5.4853
12.9,0.15,5.5404
13.05,0.15,5.5951
13.2,0.15,5.6497
13.35,0.15,5.7039
13.5,0.15,5.7579
13.65,0.15,5.8116
13.8,0.15,5.865
13.95,0.15,5.9182
14.1,0.15,5.9712
14.25,0.15,6.0238
14.4,0.15,6.0762
14.55,0.15,6.1284
14.7,0.15,6.1804
14.85,0.15,6.232
15,0.15,6.2835
0.15,0.16,0.21188
0.3,0.16,0.228
0.45,0.16,0.20746
0.6,0.16,0.16618
0.75,0.16,0.11128
0.9,0.16,0.046867
1.05,0.16,0.024382
1.2,0.16,0.10061
1.35,0.16,0.18049
1.5,0.16,0.26302
1.65,0.16,0.34746
1.8,0.16,0.43325
1.95,0.16,0.51993
2.1,0.16,0.60716
2.25,0.16,0.69468
2.4,0.16,0.78227
2.55,0.16,0.86976
2.7,0.16,0.95703
2.85,0.16,1.044
3,0.16,1.1305
3.15,0.16,1.2165
3.3,0.16,1.302
3.45,0.16,1.3869
3.6,0.16,1.4712
3.75,0.16,1.5549
3.9,0.16,1.638
4.05,0.16,1.7204
4.2,0.16,1.8021
4.35,0.16,1.8832
4.5,0.16,1.9636
4.65,0.16,2.0433
4.8,0.16,2.1223
4.95,0.16,2.2007
5.1,0.16,2.2785
5.25,0.16,2.3556
5.4,0.16,2.432
5.55,0.16,2.5078
5.7,0.16,2.583
5.85,0.16,2.6576
6,0.16,2.7315
6.15,0.16,2.8048
6.3,0.16,2.8776
6.45,0.16,2.9497
6.6,0.16,3.0213
6.75,0.16,3.0923
6.9,0.16,3.1628
7.05,0.16,3.2327
7.2,0.16,3.3021
7.35,0.16,3.3709
7.5,0.16,3.4392
7.65,0.16,3.507
7.8,0.16,3.5743
7.95,0.16,3.6411
8.1,0.16,3.7074
8.25,0.16,3.7732
8.4,0.16,3.8385
8.55,0.16,3.9034
8.7,0.16,3.9678
8.85,0.16,4.0317
9,0.16,4.0953
9.15,0.16,4.1583
9.3,0.16,4.221
9.45,0.16,4.2832
9.6,0.16,4.3449
9.75,0.16,4.4063
9.9,0.16,4.4673
10.05,0.16,4.5279
10.2,0.16,4.588
10.35,0.16,4.6478
10.5,0.16,4.7072
10.65,0.16,4.7662
10.8,0.16,4.8249
10.95,0.16,4.8832
11.1,0.16,4.9411
11.25,0.16,4.9986
11.4,0.16,5.0558
11.55,0.16,5.1127
11.7,0.16,5.1692
11.85,0.16,5.2254
12,0.16,5.2812
12.15,0.16,5.3368
12.3,0.16,5.3919
12.45,0.16,5.4468
12.6,0.16,5.5014
12.75,0.16,5.5556
12.9,0.16,5.6096
13.05,0.16,5.6632
13.2,0.16,5.7165
13.35,0.16,5.7696
13.5,0.16,5.8223
13.65,0.16,5.8747
13.8,0.16,5.9269
13.95,0.16,5.9788
14.1,0.16,6.0304
14.25,0.16,6.0817
14.4,0.16,6.1328
14.55,0.16,6.1836
14.7,0.16,6.2341
14.85,0.16,6.2844
15,0.16,6.3344
0.15,0.17,0.22684
0.3,0.17,0.24353
0.45,0.17,0.22087
0.6,0.17,0.17646
0.75,0.17,0.11791
0.9,0.17,0.049573
1.05,0.17,0.025751
1.2,0.17,0.10612
1.35,0.17,0.19013
1.5,0.17,0.27676
1.65,0.17,0.36522
1.8,0.17,0.45493
1.95,0.17,0.54542
2.1,0.17,0.63634
2.25,0.17,0.72742
2.4,0.17,0.81844
2.55,0.17,0.90922
2.7,0.17,0.99963
2.85,0.17,1.0896
3,0.17,1.179
3.15,0.17,1.2677
3.3,0.17,1.3559
3.45,0.17,1.4433
3.6,0.17,1.53
3.75,0.17,1.6159
3.9,0.17,1.7011
4.05,0.17,1.7855
4.2,0.17,1.8691
4.35,0.17,1.9519
4.5,0.17,2.034
4.65,0.17,2.1153
4.8,0.17,2.1959
4.95,0.17,2.2757
5.1,0.17,2.3547
5.25,0.17,2.433
5.4,0.17,2.5106
5.55,0.17,2.5874
5.7,0.17,2.6636
5.85,0.17,2.739
6,0.17,2.8138
6.15,0.17,2.8879
6.3,0.17,2.9613
6.45,0.17,3.0341
6.6,0.17,3.1062
6.75,0.17,3.1777
6.9,0.17,3.2486
7.05,0.17,3.3188
7.2,0.17,3.3885
7.35,0.17,3.4575
7.5,0.17,3.526
7.65,0.17,3.5939
7.8,0.17,3.6613
7.95,0.17,3.7281
8.1,0.17,3.7944
8.25,0.17,3.8601
8.4,0.17,3.9253
8.55,0.17,3.99
8.7,0.17,4.0542
8.85,0.17,4.1179
9,0.17,4.1811
9.15,0.17,4.2438
9.3,0.17,4.3061
9.45,0.17,4.3678
9.6,0.17,4.4292
9.75,0.17,4.49
9.9,0.17,4.5505
10.05,0.17,4.6104
10.2,0.17,4.67
10.35,0.17,4.7291
10.5,0.17,4.7878
10.65,0.17,4.8461
10.8,0.17,4.904
10.95,0.17,4.9615
11.1,0.17,5.0186
11.25,0.17,5.0753
11.4,0.17,5.1316
11.55,0.17,5.1875
11.7,0.17,5.2431
11.85,0.17,5.2983
12,0.17,5.3531
12.15,0.17,5.4076
12.3,0.17,5.4617
12.45,0.17,5.5155
12.6,0.17,5.5689
12.75,0.17,5.622
12.9,0.17,5.6747
13.05,0.17,5.7271
13.2,0.17,5.7792
13.35,0.17,5.831
13.5,0.17,5.8824
13.65,0.17,5.9336
13.8,0.17,5.9844
13.95,0.17,6.0349
14.1,0.17,6.0851
14.25,0.17,6.135
14.4,0.17,6.1846
14.55,0.17,6.2339
14.7,0.17,6.2829
14.85,0.17,6.3317
15,0.17,6.3801
0.15,0.18,0.24132
0.3,0.18,0.25919
0.45,0.18,0.23448
0.6,0.18,0.18684
0.75,0.18,0.12454
0.9,0.18,0.052249
1.05,0.18,0.027089
1.2,0.18,0.11145
1.35,0.18,0.19937
1.5,0.18,0.28981
1.65,0.18,0.38197
1.8,0.18,0.47523
1.95,0.18,0.56915
2.1,0.18,0.66336
2.25,0.18,0.75759
2.4,0.18,0.85162
2.55,0.18,0.94528
2.7,0.18,1.0385
2.85,0.18,1.131
3,0.18,1.2229
3.15,0.18,1.3141
3.3,0.18,1.4045
3.45,0.18,1.494
3.6,0.18,1.5828
3.75,0.18,1.6707
3.9,0.18,1.7577
4.05,0.18,1.8438
4.2,0.18,1.9291
4.35,0.18,2.0135
4.5,0.18,2.0971
4.65,0.18,2.1798
4.8,0.18,2.2617
4.95,0.18,2.3427
5.1,0.18,2.4229
5.25,0.18,2.5023
5.4,0.18,2.5809
5.55,0.18,2.6587
5.7,0.18,2.7357
5.85,0.18,2.812
6,0.18,2.8875
6.15,0.18,2.9622
6.3,0.18,3.0363
6.45,0.18,3.1096
6.6,0.18,3.1822
6.75,0.18,3.2542
6.9,0.18,3.3254
7.05,0.18,3.396
7.2,0.18,3.466
7.35,0.18,3.5353
7.5,0.18,3.6039
7.65,0.18,3.672
7.8,0.18,3.7394
7.95,0.18,3.8063
8.1,0.18,3.8725
8.25,0.18,3.9382
8.4,0.18,4.0033
8.55,0.18,4.0679
8.7,0.18,4.1319
8.85,0.18,4.1954
9,0.18,4.2583
9.15,0.18,4.3207
9.3,0.18,4.3826
9.45,0.18,4.444
9.6,0.18,4.5049
9.75,0.18,4.5653
9.9,0.18,4.6253
10.05,0.18,4.6847
10.2,0.18,4.7437
10.35,0.18,4.8022
10.5,0.18,4.8603
10.65,0.18,4.9179
10.8,0.18,4.9751
10.95,0.18,5.0319
11.1,0.18,5.0882
11.25,0.18,5.1441
11.4,0.18,5.1996
11.55,0.18,5.2546
11.7,0.18,5.3093
11.85,0.18,5.3636
12,0.18,5.4175
12.15,0.18,5.4709
12.3,0.18,5.524
12.45,0.18,5.5768
12.6,0.18,5.6291
12.75,0.18,5.6811
12.9,0.18,5.7327
13.05,0.18,5.784
13.2,0.18,5.8349
13.35,0.18,5.8854
13.5,0.18,5.9357
13.65,0.18,5.9855
13.8,0.18,6.035
13.95,0.18,6.0842
14.1,0.18,6.1331
14.25,0.18,6.1816
14.4,0.18,6.2299
14.55,0.18,6.2777
14.7,0.18,6.3253
14.85,0.18,6.3726
15,0.18,6.4196
0.15,0.19,0.25514
0.3,0.19,0.27458
0.45,0.19,0.24805
0.6,0.19,0.19719
0.75,0.19,0.13113
0.9,0.19,0.054887
1.05,0.19,0.028397
1.2,0.19,0.1166
1.35,0.19,0.20823
1.5,0.19,0.30221
1.65,0.19,0.39772
1.8,0.19,0.49418
1.95,0.19,0.59111
2.1,0.19,0.68817
2.25,0.19,0.78509
2.4,0.19,0.88166
2.55,0.19,0.97772
2.7,0.19,1.0732
2.85,0.19,1.1679
3,0.19,1.2618
3.15,0.19,1.3549
3.3,0.19,1.447
3.45,0.19,1.5383
3.6,0.19,1.6286
3.75,0.19,1.718
3.9,0.19,1.8065
4.05,0.19,1.894
4.2,0.19,1.9805
4.35,0.19,2.0661
4.5,0.19,2.1508
4.65,0.19,2.2345
4.8,0.19,2.3174
4.95,0.19,2.3993
5.1,0.19,2.4803
5.25,0.19,2.5605
5.4,0.19,2.6398
5.55,0.19,2.7182
5.7,0.19,2.7959
5.85,0.19,2.8727
6,0.19,2.9487
6.15,0.19,3.0239
6.3,0.19,3.0983
6.45,0.19,3.172
6.6,0.19,3.2449
6.75,0.19,3.3171
6.9,0.19,3.3886
7.05,0.19,3.4593
7.2,0.19,3.5294
7.35,0.19,3.5988
7.5,0.19,3.6675
7.65,0.19,3.7355
7.8,0.19,3.8029
7.95,0.19,3.8697
8.1,0.19,3.9358
8.25,0.19,4.0013
8.4,0.19,4.0663
8.55,0.19,4.1306
8.7,0.19,4.1943
8.85,0.19,4.2575
9,0.19,4.3201
9.15,0.19,4.3821
9.3,0.19,4.4436
9.45,0.19,4.5046
9.6,0.19,4.565
9.75,0.19,4.6249
9.9,0.19,4.6843
10.05,0.19,4.7432
10.2,0.19,4.8016
10.35,0.19,4.8595
10.5,0.19,4.9169
10.65,0.19,4.9739
10.8,0.19,5.0303
10.95,0.19,5.0864
11.1,0.19,5.1419
11.25,0.19,5.197
11.4,0.19,5.2517
11.55,0.19,5.3059
11.7,0.19,5.3597
11.85,0.19,5.413
12,0.19,5.466
12.15,0.19,5.5185
12.3,0.19,5.5706
12.45,0.19,5.6223
12.6,0.19,5.6736
12.75,0.19,5.7246
12.9,0.19,5.7751
13.05,0.19,5.8252
13.2,0.19,5.875
13.35,0.19,5.9244
13.5,0.19,5.9734
13.65,0.19,6.0221
13.8,0.19,6.0704
13.95,0.19,6.1183
14.1,0.19,6.1659
14.25,0.19,6.2131
14.4,0.19,6.26
14.55,0.19,6.3066
14.7,0.19,6.3528
14.85,0.19,6.3986
15,0.19,6.4442
0.15,0.2,0.26852
0.3,0.2,0.28953
0.45,0.2,0.26137
0.6,0.2,0.20741
0.75,0.2,0.13763
0.9,0.2,0.05748
1.05,0.2,0.029675
1.2,0.2,0.1216
1.35,0.2,0.21676
1.5,0.2,0.31404
1.65,0.2,0.41263
1.8,0.2,0.51194
1.95,0.2,0.61151
2.1,0.2,0.71102
2.25,0.2,0.8102
2.4,0.2,0.90886
2.55,0.2,1.0069
2.7,0.2,1.1041
2.85,0.2,1.2004
3,0.2,1.2959
3.15,0.2,1.3903
3.3,0.2,1.4838
3.45,0.2,1.5762
3.6,0.2,1.6677
3.75,0.2,1.758
3.9,0.2,1.8474
4.05,0.2,1.9357
4.2,0.2,2.023
4.35,0.2,2.1093
4.5,0.2,2.1946
4.65,0.2,2.2789
4.8,0.2,2.3622
4.95,0.2,2.4445
5.1,0.2,2.5259
5.25,0.2,2.6064
5.4,0.2,2.686
5.55,0.2,2.7647
5.7,0.2,2.8425
5.85,0.2,2.9194
6,0.2,2.9955
6.15,0.2,3.0707
6.3,0.2,3.1451
6.45,0.2,3.2188
6.6,0.2,3.2916
6.75,0.2,3.3637
6.9,0.2,3.435
7.05,0.2,3.5055
7.2,0.2,3.5754
7.35,0.2,3.6445
7.5,0.2,3.7129
7.65,0.2,3.7806
7.8,0.2,3.8477
7.95,0.2,3.914
8.1,0.2,3.9797
8.25,0.2,4.0448
8.4,0.2,4.1093
8.55,0.2,4.1731
8.7,0.2,4.2363
8.85,0.2,4.2989
9,0.2,4.3609
9.15,0.2,4.4223
9.3,0.2,4.4832
9.45,0.2,4.5434
9.6,0.2,4.6032
9.75,0.2,4.6623
9.9,0.2,4.721
10.05,0.2,4.7791
10.2,0.2,4.8367
10.35,0.2,4.8938
10.5,0.2,4.9503
10.65,0.2,5.0064
10.8,0.2,5.062
10.95,0.2,5.1171
11.1,0.2,5.1717
11.25,0.2,5.2258
11.4,0.2,5.2795
11.55,0.2,5.3327
11.7,0.2,5.3855
11.85,0.2,5.4378
12,0.2,5.4897
12.15,0.2,5.5411
12.3,0.2,5.5921
12.45,0.2,5.6427
12.6,0.2,5.6929
12.75,0.2,5.7426
12.9,0.2,5.792
13.05,0.2,5.8409
13.2,0.2,5.8894
13.35,0.2,5.9376
13.5,0.2,5.9853
13.65,0.2,6.0327
13.8,0.2,6.0797
13.95,0.2,6.1263
14.1,0.2,6.1726
14.25,0.2,6.2184
14.4,0.2,6.264
14.55,0.2,6.3091
14.7,0.2,6.3539
14.85,0.2,6.3984
15,0.2,6.4425
0.15,0.21,0.2819
0.3,0.21,0.30413
0.45,0.21,0.27439
0.6,0.21,0.21742
0.75,0.21,0.144
0.9,0.21,0.060018
1.05,0.21,0.030922
1.2,0.21,0.12646
1.35,0.21,0.225
1.5,0.21,0.3254
1.65,0.21,0.42685
1.8,0.21,0.52875
1.95,0.21,0.63069
2.1,0.21,0.73232
2.25,0.21,0.83342
2.4,0.21,0.93379
2.55,0.21,1.0333
2.7,0.21,1.1319
2.85,0.21,1.2295
3,0.21,1.326
3.15,0.21,1.4214
3.3,0.21,1.5157
3.45,0.21,1.6088
3.6,0.21,1.7008
3.75,0.21,1.7917
3.9,0.21,1.8815
4.05,0.21,1.9701
4.2,0.21,2.0577
4.35,0.21,2.1441
4.5,0.21,2.2295
4.65,0.21,2.3138
4.8,0.21,2.3971
4.95,0.21,2.4794
5.1,0.21,2.5606
5.25,0.21,2.6409
5.4,0.21,2.7202
5.55,0.21,2.7986
5.7,0.21,2.8761
5.85,0.21,2.9526
6,0.21,3.0282
6.15,0.21,3.103
6.3,0.21,3.1769
6.45,0.21,3.25
6.6,0.21,3.3223
6.75,0.21,3.3937
6.9,0.21,3.4644
7.05,0.21,3.5343
7.2,0.21,3.6034
7.35,0.21,3.6718
7.5,0.21,3.7394
7.65,0.21,3.8063
7.8,0.21,3.8725
7.95,0.21,3.9381
8.1,0.21,4.0029
8.25,0.21,4.0671
8.4,0.21,4.1306
8.55,0.21,4.1934
8.7,0.21,4.2556
8.85,0.21,4.3172
9,0.21,4.3782
9.15,0.21,4.4386
9.3,0.21,4.4984
9.45,0.21,4.5576
9.6,0.21,4.6162
9.75,0.21,4.6743
9.9,0.21,4.7317
10.05,0.21,4.7887
10.2,0.21,4.8451
10.35,0.21,4.901
10.5,0.21,4.9563
10.65,0.21,5.0111
10.8,0.21,5.0655
10.95,0.21,5.1193
11.1,0.21,5.1726
11.25,0.21,5.2254
11.4,0.21,5.2778
11.55,0.21,5.3296
11.7,0.21,5.381
11.85,0.21,5.432
12,0.21,5.4825
12.15,0.21,5.5325
12.3,0.21,5.5821
12.45,0.21,5.6312
12.6,0.21,5.68
12.75,0.21,5.7282
12.9,0.21,5.7761
13.05,0.21,5.8236
13.2,0.21,5.8706
13.35,0.21,5.9172
13.5,0.21,5.9635
13.65,0.21,6.0093
13.8,0.21,6.0547
13.95,0.21,6.0998
14.1,0.21,6.1445
14.25,0.21,6.1887
14.4,0.21,6.2327
14.55,0.21,6.2762
14.7,0.21,6.3194
14.85,0.21,6.3622
15,0.21,6.4047
0.15,0.22,0.29576
0.3,0.22,0.31863
0.45,0.22,0.28717
0.6,0.22,0.22722
0.75,0.22,0.15023
0.9,0.22,0.062498
1.05,0.22,0.032139
1.2,0.22,0.13119
1.35,0.22,0.23299
1.5,0.22,0.33637
1.65,0.22,0.44052
1.8,0.22,0.54485
1.95,0.22,0.64893
2.1,0.22,0.75247
2.25,0.22,0.85523
2.4,0.22,0.95705
2.55,0.22,1.0578
2.7,0.22,1.1575
2.85,0.22,1.2559
3,0.22,1.3532
3.15,0.22,1.4492
3.3,0.22,1.5439
3.45,0.22,1.6374
3.6,0.22,1.7296
3.75,0.22,1.8206
3.9,0.22,1.9103
4.05,0.22,1.9989
4.2,0.22,2.0862
4.35,0.22,2.1724
4.5,0.22,2.2574
4.65,0.22,2.3413
4.8,0.22,2.4241
4.95,0.22,2.5058
5.1,0.22,2.5865
5.25,0.22,2.6661
5.4,0.22,2.7447
5.55,0.22,2.8223
5.7,0.22,2.8989
5.85,0.22,2.9745
6,0.22,3.0492
6.15,0.22,3.123
6.3,0.22,3.1959
6.45,0.22,3.268
6.6,0.22,3.3391
6.75,0.22,3.4094
6.9,0.22,3.4789
7.05,0.22,3.5476
7.2,0.22,3.6155
7.35,0.22,3.6826
7.5,0.22,3.7489
7.65,0.22,3.8145
7.8,0.22,3.8794
7.95,0.22,3.9435
8.1,0.22,4.0069
8.25,0.22,4.0697
8.4,0.22,4.1317
8.55,0.22,4.1931
8.7,0.22,4.2538
8.85,0.22,4.3139
9,0.22,4.3733
9.15,0.22,4.4321
9.3,0.22,4.4903
9.45,0.22,4.5479
9.6,0.22,4.6049
9.75,0.22,4.6613
9.9,0.22,4.7172
10.05,0.22,4.7724
10.2,0.22,4.8271
10.35,0.22,4.8813
10.5,0.22,4.9349
10.65,0.22,4.988
10.8,0.22,5.0406
10.95,0.22,5.0926
11.1,0.22,5.1441
11.25,0.22,5.1952
11.4,0.22,5.2457
11.55,0.22,5.2958
11.7,0.22,5.3453
11.85,0.22,5.3944
